CODIGO;DESCRIPCION;AGENTE PROPIETARIO;PORCENTAJE PROPIEDAD;TIPO UNIDAD;ESTADO;ZONA/FRONTERA
ARRU2XR;UOF CONSUMO SER. AUX. ARRU2;DETISA (ACTIVIDAD: AGENTE VENDEDOR);100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
ARVEC01;GLOBAL TRES ENER. COMPRA(ESP);GLOBAL3 ENERGÍA COMERCIALIZADORA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
ASC1;C.N. ASCÓ 1;ENDESA GENERACION, S.A.;100;GENERACION;;ZONA ESPANOLA
ASC2;C.N. ASCÓ 2;ENDESA GENERACION, S.A.;85;GENERACION;;ZONA ESPANOLA
ASIVD01;VENTA TARIFA REPRESENTANTE;ASISTENCIA ENERGÉTICA S.L.;100;GENERACION;;ZONA ESPANOLA
ASIVD02;HIDRAUL REG ESP POT>5;ASISTENCIA ENERGÉTICA S.L.;100;GENERACION;;ZONA ESPANOLA
ASTUC01;ASTURALTER (ESP);TERRANOVA ENERGY CORPORATION (ASTURALTER);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
ATELC01;COMPRA DE ENERGIA DE ATEL;ALPIQ LTD.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ATELC03;COMPRA DE ENERGIA DE ATEL;ALPIQ LTD.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ATELCP3;ATEL DERECHOS COMPRA(FRAN);ALPIQ LTD.;100;COMERCIALIZADOR;;FRONTERA FRANCIA
ATELV01;VENTA DE ENERGIA DE ATEL;ALPIQ LTD.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ATELV03;VENTA DE ENERGIA DE ATEL;ALPIQ LTD.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ATELVP3;ATEL DERECHOS VENTA(FRAN);ALPIQ LTD.;100;COMERCIALIZADOR;;FRONTERA FRANCIA
ATENC01;ATEL ENERGIA COMPRA (ESP);ALPIQ ENERGIA ESPANA, S.A.U. (ATEL ENERGÍA);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
ATENC03;ATEL DE COMPRA (FRA);ALPIQ ENERGIA ESPANA, S.A.U. (ATEL ENERGÍA);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ATENCP3;ATEL DE COMPRA (FRA);ALPIQ ENERGIA ESPANA, S.A.U. (ATEL ENERGÍA);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ATENV03;ATEL ENERGIA VENTA(FRA);ALPIQ ENERGIA ESPANA, S.A.U. (ATEL ENERGÍA);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ATENVF1;ATEN VENTA SUB. MENS Y ANUA;ALPIQ ENERGIA ESPANA, S.A.U. (ATEL ENERGÍA);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
ATENVP3;ATEL EN. DERECHOS VENTA(FRA);ALPIQ ENERGIA ESPANA, S.A.U. (ATEL ENERGÍA);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ATEVD01;ATEL RE TARIFA 01;ALPIQ ENERGIA ESPANA, S.A.U. (ATEL ENERGÍA);100;GENERACION;BAJA;ZONA ESPANOLA
ATLSC01;ATLAS ENERGIA COMERCIAL SL;ATLAS ENERGIA COMERCIAL SL;100;COMERCIALIZADOR;;ZONA ESPANOLA
ATOMISA;PLANTA DE COGENERACIÓN ATOMISA;ATOMIZACIONES MINERALES;100;GENERACION;BAJA;ZONA ESPANOLA
AUDAC01;AUDAX COMPRA;AUDAX ENERGIA S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
AUDAC02;AUDAX COMPRA PORTUGAL;AUDAX ENERGIA S.L.;100;COMERCIALIZADOR;;ZONA PORTUGUESA
AURAC01;AURA ENERGÍA;AURA ENERGIA S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
AUROC01;AUROR COMPRA;AURORA ENERGY SUPPLY SL;100;COMERCIALIZADOR;;ZONA ESPANOLA
AVICRE1;AVICU VENTA REGIMEN ESPECIAL 1;AVICU;100;GENERACION;BAJA;ZONA ESPANOLA
AVIGASE;AVIGASE;AVIGASE, SCL;100;GENERACION;BAJA;ZONA ESPANOLA
AYT0C01;AYT0E COMPRA;ELECTRO SALLENT DE GALLEGO S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
AYT1C01;AYT0N COMPRA;ELECTROESCARRILLASL;100;COMERCIALIZADOR;;ZONA ESPANOLA
AZUEBR;AZUCARERA EBRO AGRÍCOLAS;AZUCARERA DE ENERGÍAS, SA;100;GENERACION;BAJA;ZONA ESPANOLA
AZULIB;AZULIBER;AZULIBER 1 S.L.;100;GENERACION;BAJA;ZONA ESPANOLA
AZUVI;AZUVI COGENERACION;AZUVI COGENERACION;100;GENERACION;BAJA;ZONA ESPANOLA
BABILA;PL. DE BIOETANOL BABILAFUENTE;BIOCARBURANTES DE CASTILLA Y LEON;100;GENERACION;BAJA;ZONA ESPANOLA
BAHIAB;C.C. BAHÍA DE BIZKAIA;BAHIA DE BIZKAIA ELECTRICIDAD;100;GENERACION;;ZONA ESPANOLA
BAHIABX;BAHIAB SERV. AUXILIARES;BAHIA DE BIZKAIA ELECTRICIDAD;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
BARBERA;ACABATS BARBERA;ACABATS BARBERA;100;GENERACION;BAJA;ZONA ESPANOLA
BARKC01;BARCLAYS B. ESPANA COMPR (ESP);BARCLAYS BANK PLC, Sucursal en Espana;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
BARRC01;BARRI COMPRA;ELECTRICA NURIEL, SL;100;COMERCIALIZADOR;;ZONA ESPANOLA
BARREI1;BARREIRO 1;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
BARREI2;BARREIRO 2;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
BBANC03;BARCLAYS BANK COMPRA (FRAN);BARCLAYS BANK PLC;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BBANCP3;BBANK DERECHOS COMPRA(FRAN);BARCLAYS BANK PLC;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BBANV03;BARCLAYS BANK VENTA (FRAN);BARCLAYS BANK PLC;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BBANVP3;BBANK DERECHOS VENTA(FRAN);BARCLAYS BANK PLC;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BDL1;C.T. BADALONA II 1;ENDESA GENERACION, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
BDL2;C.T. BADALONA II 2;ENDESA GENERACION, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
BECOC01;BASSOLS ENERGÍA COMPRA (ESP);BASSOLS ENERGÍA COMERCIAL;100;COMERCIALIZADOR;;ZONA ESPANOLA
BEFED;BEFESA (RONTEALDE);BEFESA DESULFURACION;100;GENERACION;BAJA;ZONA ESPANOLA
BENAC01;BENAS COMPRA;ENERGIAS DE BENASQUE S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
BERR1;BERROCALILLO 1;WIND TO MARKET (Act.: Comercialización Re);100;GENERACION;;ZONA ESPANOLA
BERR2;BERROCALILLO 2;;100;GENERACION;;ZONA ESPANOLA
BES1;C.T. BESÓS 1;ENDESA GENERACION, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
BES2;C.T. BESÓS 2;ENDESA GENERACION, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
BES3;C.C. BESÓS 3;ENDESA GENERACION, S.A.;100;GENERACION;;ZONA ESPANOLA
BES4;C.C. BESÓS 4;GAS NATURAL SDG;100;GENERACION;;ZONA ESPANOLA
BES5;C.C. BESÓS 5;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
BES5X;CONS. AUX. BESOS 5;ENDESA GENERACIÓN, S.A.;100;CONSUMIDOR DIRECTO;BAJA;ZONA ESPANOLA
BIEMTEC;BIEFFE MEDITAL - TEC 94;BIEFFE MEDITAL;;GENERACION;BAJA;ZONA ESPANOLA
BIOGASA;BIOETANOL GALICIA;BIOETANOL GALICIA;100;GENERACION;BAJA;ZONA ESPANOLA
BIOMOVA;BIOMASA MOVIALSA;MOSTOS VINOS Y ALCOHOLES;100;GENERACION;BAJA;ZONA ESPANOLA
BIONA;BIOCULTIVOS NAVARRA, S.A;BIOCULTIVOS DE NAVARRA;100;GENERACION;BAJA;ZONA ESPANOLA
BIRE001;BUNGE IBERICA AG. VENDEDOR 001;BUNGE IBÉRICA;100;GENERACION;BAJA;ZONA ESPANOLA
BIRE002;BUNGE IBERICA AG. VENDEDOR 002;BUNGE IBÉRICA;100;GENERACION;BAJA;ZONA ESPANOLA
BKWHC03;EXPORTACION SD FRANCIA;BKW ENERGIE AG;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BKWHCP3;EXPORTACION CD FRANCIA;BKW ENERGIE AG;100;COMERCIALIZADOR;;FRONTERA FRANCIA
BKWHV03;IMPORTACION SD FRANCIA;BKW ENERGIE AG;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BKWHVP3;IMPORTACION CD FRANCIA;BKW ENERGIE AG;100;COMERCIALIZADOR;;FRONTERA FRANCIA
BOLI;BOLINCHES;WIND TO MARKET (Act.: Comercialización Re);100;GENERACION;;ZONA ESPANOLA
BONAIRE;SUMINISTRO A C. C. BONAIRE;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;BAJA;ZONA ESPANOLA
BOVEDI;BOVEDILLAS;BOVEDILLAS CERÂMICAS ANDALUZAS;100;GENERACION;BAJA;ZONA ESPANOLA
BPC01;BP AMOCO GAS (ESP);BP AMOCO GAS ESPANA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
BPC03;BP GAS ESPANA COMPRA (FRANC);BP AMOCO GAS ESPANA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BPCP3;BP DERECHOS COMPRA(FRAN);BP AMOCO GAS ESPANA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BPGMC03;BP GAS MARK SIN DERECH COM(FR);BP GAS MARKETING LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BPGMCP3;BP GAS MARKET DERECHOS COM(FR);BP GAS MARKETING LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BPGMV03;BP GAS MARK SIN DERECH VEN(FR);BP GAS MARKETING LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BPGMVP3;BP GAS MARKET DERECHOS VEN(FR);BP GAS MARKETING LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BPV03;BP GAS ESPANA VENDE (FRANC);BP AMOCO GAS ESPANA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BPVF1;BP VENTA SUB. MENS Y ANUA;BP AMOCO GAS ESPANA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
BPVP3;BP DERECHOS VENTA(FRAN);BP AMOCO GAS ESPANA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
BRR1;C.T. LOS BARRIOS;E.ON GENERACION, S.L.;100;GENERACION;;ZONA ESPANOLA
CA8VD01;FOTVLT BENIARBEIG;ELECVAL COMERCIALIZADORA DE ELECTRICIDAD S.L;100;GENERACION;BAJA;ZONA ESPANOLA
CABOVIL;P.E. CABO VILAN-CAMARINAS 20;PARQUE EOLICO CABO VILANO;100;GENERACION;BAJA;ZONA ESPANOLA
CACH1;CACHINA;ENERGIA ELECTRICA DEL EBRO GEN. (COM.);100;GENERACION;BAJA;ZONA ESPANOLA
CALC01;CALL COMPRA;ELÉCTRICA CALLOSINA, SLU;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CALIMA;CAVADO-LIMA;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
CALIMAB;CAVADO-LIMA BOMBEO;EDP-ENERGÍAS DE PORTUGAL;100;BOMBEO;BAJA;ZONA PORTUGUESA
CALLC01;ELECTRICA CALLOSINA COMPR(ESP);ELÉCTRICA CALLOSINA, SLU;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CALUEN;P.E. CALUENGO;DESARROLLO DE ENERGÍAS RENOVABLES DE NAVARRA;100;GENERACION;BAJA;ZONA ESPANOLA
CAMG10R;CC. CAMPO DE GIBRALTAR 10;DETISA (ACTIVIDAD: AGENTE VENDEDOR);100;GENERACION;;ZONA ESPANOLA
CAMG20R;CC. CAMPO DE GIBRALTAR 20;DETISA (ACTIVIDAD: AGENTE VENDEDOR);100;GENERACION;;ZONA ESPANOLA
CAMGI10;C.C. CAMPO DE GIBRALTAR 10;NUEVA GENERADORA DEL SUR;100;GENERACION;BAJA;ZONA ESPANOLA
CAMGI20;C.C. CAMPO DE GIBRALTAR 20;NUEVA GENERADORA DEL SUR;100;GENERACION;BAJA;ZONA ESPANOLA
CAMPC01;CAMPO COMPRA;ENERGIAS VILLA DEL CAMPO;100;COMERCIALIZADOR;;ZONA ESPANOLA
CAMPOF;CAMPOFRIO;COGENERADORA BURGALESA;100;GENERACION;BAJA;ZONA ESPANOLA
CAREON;P.E. DE CAREÓN;ENERGÍAS ESPECIALES DE CAREÓN;100;GENERACION;BAJA;ZONA ESPANOLA
CARREG1;CARREGADO 1;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
CARREG2;CARREGADO 2;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
CARREG3;CARREGADO 3;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
CARREG4;CARREGADO 4;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
CARREG5;CARREGADO 5;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
CARREG6;CARREGADO 6;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
CARVC01;CARVISA ENERGIA SL;CARVISA ENERGIA SL;100;COMERCIALIZADOR;;ZONA ESPANOLA
CASEC01;CASEC01;COMERCIALIZADORA ENERGETICA CASTELLANA, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
CASTELO;P.E. CASTELO;ENERGIAS ESPECIALES DE CASTELO;100;GENERACION;BAJA;ZONA ESPANOLA
CATRC01;CATRA COMPRA;ELECTRICA CATRALENSE, S.L.U.;100;COMERCIALIZADOR;;ZONA ESPANOLA
CAYPA;CAILA Y PARES;CAILÂ Y PARÉS;100;GENERACION;BAJA;ZONA ESPANOLA
CCATC01;CCATR COMPRA;COOPERATIVA ELÉCTRICA BENÉFICA CATRALENSE, COOP.V.;100;COMERCIALIZADOR;;ZONA ESPANOLA
CCO1;C.T. COMPOSTILLA;ENDESA GENERACIÓN, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
CCO2;C.T. COMPOSTILLA 2;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
CCO3;C.T. COMPOSTILLA 3;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
CDANONE;SUMINISTRO A DANONE;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;BAJA;ZONA ESPANOLA
CEASC01;CELULOSAS DE ASTURIAS;CELULOSAS DE ASTURIAS (ACTIVIDAD: CLIENTE CUALIFIC;100;CONSUMIDOR DIRECTO;BAJA;ZONA ESPANOLA
CEBAC01;COOP ELEC BENEF ALBAT, COOP.V.;COOP ELÉCTRICA BENÉFICA ALBATERENSE, COOP.V.;100;COMERCIALIZADOR;;ZONA ESPANOLA
CECAC01;COOP. ELECT. CASTELLAR;COOPERATIVA ELECTRICA DE CASTELLAR, S.C.V.;100;COMERCIALIZADOR;;ZONA ESPANOLA
CECGC01;CONSTELLATION COM (ESP);CONSTELLATION ENERGY C. G. LTD SUCURSAL EN ESPANA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CECHEZA;COGENERACIÓN ECHEZARRETA;COGENERACIÓN ECHEZARRETA;100;GENERACION;BAJA;ZONA ESPANOLA
CECOC01;CANAL ENERGIA COM. COMPRA(ESP);CANAL ENERGÍA COMERCIALIZACIÓN;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CECORB1;CANAL ENERGIA BILAT. RE. (VEN);CANAL ENERGÍA COMERCIALIZACIÓN (ACT. COMER. RE);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CEEEC01;CEEE COMPRA;COMPANÍA ESCANDINAVA DE ELECTRICIDAD EN ESPANA;100;COMERCIALIZADOR;;ZONA ESPANOLA
CEENC01;CE ENERGÍA COMPRA (ESP);SOCIEDAD COMERCIALIZADORA DE ENERGIA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CEESC01;CENES COMPRA ESP;ENERGYA VM ENERGIAS ESPECIALES;100;COMERCIALIZADOR;;ZONA ESPANOLA
CEGAC01;COMER. DEL CEGA COMPRA (ESP);COMERCIALIZADORA DEL CEGA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CEGC01;CEG COMPRA (ESP);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;;ZONA ESPANOLA
CEGC03;CENTRICA EN. GENER. COMPR (FR);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CEGCP3;CEG DERECHOS COMPRA(FRAN);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;;FRONTERA FRANCIA
CEGPM1;PREC. MERC. SIN PRIMA;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;;ZONA ESPANOLA
CEGPM2;PREC. MERC. SIN PRIMA TÉRMICAS;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;;ZONA ESPANOLA
CEGPM3;PRECIO MERCADO RESIDUOS;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;;ZONA ESPANOLA
CEGPM4;PREC. MERC. SIN PRIMA HIDRAU;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;;ZONA ESPANOLA
CEGPM5;CEGPM5;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;;ZONA ESPANOLA
CEGRB1;CENT. ENERG. GEN BIL. RE (VEN);ENERGYA VM GENERACIÓN (ACT. COMER;100;COMERCIALIZADOR;;ZONA ESPANOLA
CEGRB2;CENT. ENERG. BIL. RE (VEN) N°2;ENERGYA VM GENERACIÓN (ACT. COMER;100;COMERCIALIZADOR;;ZONA ESPANOLA
CEGRB3;CENT. ENERG. BIL. RE (VEN) N°3;ENERGYA VM GENERACIÓN (ACT. COMER.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CEGRB4;EOLICA BILATERAL;ENERGYA VM GENERACIÓN (ACT. COMER.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CEGRE1;CEG VENTA REG. ESP. 1;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;BAJA;ZONA ESPANOLA
CEGRE2;CEG VENTA REG. ESP. 2;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;BAJA;ZONA ESPANOLA
CEGV03;CENTRICA EN. GENER. VENTA (FR);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CEGVA3;CENTRICA E. GEN. VENTA 2 (FR) CENTRICA E. GEN. VENTA 3 (FR);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CEGVB3;;ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CEGVC3;CENTRICA E. GEN. VENTA 4 (FR);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CEGVD1;VENTA EXCED. AUTOPROS. CEG;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;BAJA;ZONA ESPANOLA
CEGVD3;CENTRICA E. GEN. VENTA 5 (FR);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CEGVE3;CENTRICA E. GEN. VENTA B (FR);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CEGVF1;CEG VENTA SUB. MENS Y ANUA;ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CEGVF3;CENTRICA E. GEN. VENTA l (FR);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CEGVP3;CEG DERECHOS VENTA(FRAN);ENERGYA VM GENERACIÓN;100;COMERCIALIZADOR;;FRONTERA FRANCIA
CELC01;CELLTECH;CELLTECH S.L.U;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
CELEC01;CELEC COMPRA;COMPANIA DE ELECTRIFICACION, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
CELJUCA;CELTICA VENTA RO;CÉLTICA ENERGÍA S.L.;100;GENERACION;BAJA;ZONA ESPANOLA
CELSA01;CELSA - C. CUALIFICADO;CELSA;100;CONSUMIDOR DIRECTO;BAJA;ZONA ESPANOLA
CELTC01;UP CELTICA;CÉLTICA ENERGÍA S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
CELVD01;VENTA TARIFA 01;CÉLTICA ENERGÍA S.L.;100;GENERACION;BAJA;ZONA ESPANOLA
CELYAR;COGENERACION ELYO ARRASATE;ELYO ARRASATE;100;GENERACION;BAJA;ZONA ESPANOLA
CENER1;CENER I;CELULOSA ENERGÍA, S.A.U.;50;GENERACION;BAJA;ZONA ESPANOLA
CENERC1;COMPRA DIRECTA MERCADO;CELULOSA ENERGÍA, S.A.U.;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
CENERE1;CENER VENTA REG. ESPECIAL 1;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
CENERE2;VENTA R.E. 2;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
CENERE3;VENTA R.E. 3;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
CENERE4;VENTA R.E. 4;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
CENERE5;VENTA R.E. 5;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
CENERE6;VENTA R.E 6;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;BAJA;ZONA ESPANOLA
CENEVD1;CENER VENTA A TARIFA;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;;ZONA ESPANOLA
CENEVD2;ENCE VENTA TARIFA;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;;ZONA ESPANOLA
CENEVD3;PLANTA DE 50MW;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;;ZONA ESPANOLA
CENEVD4;COGENERACIONES GRUPO ENCE;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;;ZONA ESPANOLA
CENEVD5;GENERACION CELULOSA ENERGIA;CELULOSA ENERGÍA, S.A.U.;100;GENERACION;;ZONA ESPANOLA
CENTC01;CÉNTRICA ENERGÍA COM. 1 (ESP);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
CENTC03;CENTRICA ENERGÍA COMPRA (FR);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CENTCA1;CÉNTRICA ENERGÍA COM. 2 (ESP);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CENTCA3;CENTRICA ENERGÍA COM. 2 (FR);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CENTCB1;CÉNTRICA ENERGÍA COM. 3 (ESP);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CENTCC1;CÉNTRICA ENERGÍA COM. 4 (ESP);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CENTCP3;CENTE DERECHOS COMPRA(FRAN);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;;FRONTERA FRANCIA
CENTEC2;CENTE COMERCIAL COMPRA (PORT);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;ZONA PORTUGUESA
CENTV02;CENTRICA ENERGÍA VENTA (POR);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
CENTV03;CENTRICA ENERGÍA VENTA (FR);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CENTVA3;CENTRICA ENERGÍA VENTA 2 (FR);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CENTVB3;CENTRICA ENERGÍA VENTA 3 (FR) CENTRICA ENERGÍA VENTA 4 (FR);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CENTVC3;;ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CENTVD3;CENTRICA ENERGÍA VENTA 5 (FR);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CENTVE3;CENTRICA ENERGÍA VENTA B (FR);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CENTVF1;CENT VENTA SUB. MENS Y ANUA;ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CENTVF3;CENTRICA ENERGÍA VENTA l (FR);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
CENTVP3;CENTE DERECHOS VENTA(FRAN);ENERGYA VM GESTION DE ENERGIA, S.L.;100;COMERCIALIZADOR;;FRONTERA FRANCIA
CEOVC01;COM. ELEC. OVIEDO COMPRA (ESP);COMERCIALIZADORA DE ELÉCTRICAS OVIEDO;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CEPGC01;CEPSA GAS COMERCIALIZADORA;CEPSA GAS COMERCIALIZADORA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
CEPMRE1;PATA MULO VENTA REG ESPECIAL;CIA. ENERGETICA PATA DE MULO;100;GENERACION;BAJA;ZONA ESPANOLA
CEPMVD1;VENTA EXCED. AUTOPROD. CEPM;CIA. ENERGETICA PATA DE MULO;100;GENERACION;BAJA;ZONA ESPANOLA
CERANOR;CERANOR;CERANOR;100;GENERACION;BAJA;ZONA ESPANOLA
CERAVI;CERAMICA VIVES;CERÂMICA VIVES;100;GENERACION;BAJA;ZONA ESPANOLA
CERE001;FERRO;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;;ZONA ESPANOLA
CERE002;CEG VENTA REG. ESP. 002;ENERGYA VM GENERACIÓN (ACT. COMER. RE);100;GENERACION;BAJA;ZONA ESPANOLA
